label,title,content
4,Thomas O. Rice, Thomas Owen Rice (born 1960) is a former federal prosecutor and current United States District Judge for the United States District Court for the Eastern District of Washington.
4,Fuad Issa al-Jouni, Fuad Issa al-Jouni (also Fouad; Arabic: فؤاد عيسى الجوني‎; born 1950) is a former Minister of Industry for Syria. He was previously a professor of mechanical engineering at the University of Aleppo. He holds a Ph.D. in metallurgy from the University of Sheffield in the United Kingdom.
8,Bayanoun, Bayanoun (Arabic: بيانون‎) is a town in northern Syria administratively part of the A'zaz District of Aleppo Governorate located northwest of Aleppo. Nearby localities include Al-Zahraa and Mayer to the north and Hreitan to the south. According to the Syria Central Bureau of Statistics Bayanoun had a population of 3824 in the 2004 census.
11,La Coleccion, La Coleccion (The Collection in english) is a 2003 album by Master Joe & O.G. Black.
6,St. George's Bloomsbury, St George's Bloomsbury is a parish church in Bloomsbury London Borough of Camden United Kingdom.
3,Mutaz Essa Barshim, Mutaz Essa Barshim (Arabic: معتز عيسى برشم‎; born 24 June 1991) is a Qatari track and field athlete who specialises in the high jump. He is the national record and Asian record holder holder with a best mark of 2.40 metres (7' 10.5). He was the Asian Indoor and World Junior champion in 2010.
10,Anthurium holm-nielsenii, Anthurium holm-nielsenii is a species of plant in the Araceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist montane forests. It is threatened by habitat loss.
11,One Night (ELO Part II album), One Night is a live album recorded and released by ELO Part II. The concert was recorded on 20 May 1996 at a concert in Australia while the band was on tour. It was called One Night since ELO Part II was in Australia only for one night. The album's official release was UK 1996 2 CD and US 1997 1 CD.This album contains a lot of ELO's greatest hits performed live.
6,Masonic Temple and Lodge (Alameda California), The Masonic Temple and Lodge are two adjacent Masonic buildings in downtown Alameda California. The older Masonic Temple was built from 1890 to 1891. The building was designed in the Victorian Eclectic style and features brick pier which extend above the roof line a tower on the south side of the roof and an arched stone entrance with carved doors. The newer Masonic Lodge a Spanish Renaissance building was constructed in 1927.
7,Pizzo di Cadrèigh, Pizzo di Cadrèigh (2516 m) is a mountain of the Swiss Lepontine Alps located west of Olivone in the canton of Ticino. It lies south of the Scopi between the Val di Campo and the Valle Santa Maria.
3,Julie Ditty, Julie Ditty (born January 4 1979 in Atlanta Georgia) is an American professional tennis player. Ditty did not have her true WTA breakthrough until 2007 when she reached the semifinals of the Bell Challenge a result that took her into the top 100 for the first time in her career on November 5 2007 at No. 91. She beat Alizé Cornet and Vania King before falling to Julia Vakulenko in three sets. In 2007 she was drafted by the Boston Lobsters of the WTT pro league.
1,Columbia Christian Schools, Columbia Christian Schools known as Columbia Christian or CCS is a private Christian school in Portland Oregon United States. The school is affiliated with the Churches of Christ.
0,Wilderness Journeys, Wilderness Journeys is an award-winning adventure travel and ecotourism company.
6,St James' Church Poolstock, St James' Church Poolstock is in the Poolstock district of Wigan Greater Manchester England. It is an active Anglican parish church in the deanery of Wigan the archdeaconry of Warrington and the diocese of Liverpool. The church is designated by English Heritage as a Grade II* listed building.
1,Government Engineering College Kozhikode, The Government Engineering College Kozhikode (GECK) was started by the Government of Kerala India in August 1999. It is one among the prestigious engineering institutions under the Department of Technical Education Kerala. GECK has been rated consistently among the top technical institutes in kerala with students admitted purely on the basis of merit.
11,At the Love Library, At the Love Library is the debut extended play and the first extended play acoustic by Everlife. The album was released on April 28 2009 and consists of 4 songs.
10,Isotoma axillaris, Isotoma axillaris commonly known as Rock Isotome is a small herbaceous perennial in the family Campanulaceae. It grows to 50 cm high and has divided leaves. The blue to mauve star-shaped flowers appear between September and May in the species native range. It occurs in Queensland New South Wales and Victoria often on rocky outcrops.The species was first formally described by botanist John Lindley in 1826 in Edward's Botanical Register.
0,Ditsch, Ditsch is a German chain of pretzel bars also selling croissants and pizza snacks. It operates approximately 200 outlets in Germany but also has 13 outlets in the United Kingdom.
1,International Lenin School, The International Lenin School (ILS) was an official training school operated in Moscow by the Communist International from May 1926 to 1938. The ILS taught both academic courses and practical underground political techniques with a view to developing a core disciplined and reliable communist political cadres for assignment in Communist Parties around the world.
2,Suw Charman-Anderson, Suw Charman-Anderson (born 15 April 1971) is the former Executive Director of the Open Rights Group a campaign group based in London. She is also a journalist social software consultant blogger and public speaker. On 15 February 2008 she married Kevin Anderson. Named one of the 50 most influential Britons in technology by The Daily Telegraph she has also worked to gain recognition for other women in technological fields.
8,Qaleh Vazir, Qaleh Vazir (Persian: قلعه وزير‎ also Romanized as Qal’eh Vazīr and Qal‘eh-ye Vazīr; also known as Kalāteh Vazīr and Qal‘eh-ye Bāzār) is a village in Zeberkhan Rural District Zeberkhan District Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 200 in 60 families.
4,Thomas N. Hart, Thomas Norton Hart (January 20 1829 – October 4 1927) was an American manufacturer businessman and politician from Massachusetts who served as Mayor of Boston from 1889 to 1890 and from 1900 to 1902.
0,AutoMotionTV, AutoMotionTV is a Mobile Application Management (MAM) company built specifically for automotive product manufacturers.
8,Abellu, Abellu (Persian: ابللو‎ also Romanized as Abellū and Ablalū; also known as Abella Ābla and Ablū) is a village in Azghan Rural District in the Central District of Ahar County East Azerbaijan Province Iran. At the 2006 census its population was 207 in 45 families.
3,Alan Smurfit, Alan Smurfit (born c. 1943) is an Irish retiree who won a World Series of Poker bracelet in his first ever World Series of Poker (WSOP) event the 2007 $1500 Pot Limit Omaha event.Although Smurfit was a newcomer to the WSOP he had been playing tournament poker for many years with an early televised appearance in The Gaming Club World Poker Championship in 2004.
13,Behind the Beat, Behind the Beat: Hip Hop Home Studios is a book by Raph (Rafael Rashid) where the home studios of twenty eight notable Hip-Hop producers are photographed (such as DJ Premier J Dilla Madlib and DJ Shadow) along with brief descriptions of the producers and their studios. It was published in 2005 by Gingko Press.
9,Contortipalpia, Contortipalpia is a genus of moths of the Crambidae family.
6,Hôtel van Eetvelde, The Hôtel van Eetvelde is a town house designed in 1895 by Victor Horta for Edmond van Eetvelde administrator of Congo Free State. Together with the Hôtel Tassel the Hôtel Solvay and his own House and atelier it was put on the 'UNESCO World Heritage List' in 2000 as the core of epoch-making urban residences Victor Horta designed before 1900. It is located at 4 Avenue Palmerston in Brussels.
6,Château de La Chapelle-Faucher, Château de La Chapelle-Faucher is a château in Dordogne Aquitaine France.
